geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
79013,-6.042651,-47.974915,cidade 3 am,AM
79013,-21.171801,-43.808119,cidade 3 am,AM
91006,-1.810978,-57.236202,campinas,SP
30218,-6.114258,-63.231478,uberlandia,MG
91885,-19.809939,-49.93729,pelotas,RS
91885,-31.594567,-44.343833,pelotas,RS
91885,-30.28544,-59.158745,pelotas,RS
67366,-15.871887,-39.283562,cidade 1 rn,RN
67366,-19.091847,-44.833507,cidade 1 rn,RN
98652,-21.260407,-63.81819,campinas,SP
98652,-2.54435,-73.341898,campinas,SP
98652,-8.533949,-69.324485,campinas,SP
90031,-13.086554,-60.429261,cidade 2 es,ES
68841,-19.06645,-60.806407,blumenau,SC
50562,-25.285955,-41.137029,curitiba,PR
35430,-30.076117,-46.295312,cidade 2 pi,PI
35430,-16.209485,-45.232612,cidade 2 pi,PI
67749,-32.121726,-50.322477,rio verde,GO
67749,-18.646348,-40.844983,rio verde,GO
60052,-22.837516,-60.383356,caucaia,CE
60052,-20.193262,-50.871821,caucaia,CE
31241,-14.905538,-70.419612,cidade 2 pa,PA
28140,-22.20817,-48.090922,cidade 3 rn,RN
94040,-13.786651,-58.560402,cidade 1 mt,MT
82684,-11.825681,-71.701672,caucaia,CE
82684,-17.244676,-48.628663,caucaia,CE
77621,-17.320947,-53.456553,cidade 3 al,AL
20993,-29.956877,-65.684171,cidade 2 mt,MT
68893,-13.684866,-57.184742,cidade 2 am,AM
68893,-17.170719,-38.943025,cidade 2 am,AM
68893,-5.934097,-65.975489,cidade 2 am,AM
67340,-16.394258,-47.189714,cidade 1 al,AL
67340,-21.918113,-51.263077,cidade 1 al,AL
69130,-18.737292,-43.588828,rio de janeiro,RJ
69130,-20.479824,-53.871166,rio de janeiro,RJ
69130,-17.168404,-58.580286,rio de janeiro,RJ
64381,-15.108887,-68.357215,cidade 1 mt,MT
64381,-10.682193,-46.62205,cidade 1 mt,MT
64381,-24.98653,-54.829431,cidade 1 mt,MT
59015,-27.364415,-58.054879,nova iguacu,RJ
59015,-17.466344,-70.109119,nova iguacu,RJ
59140,-7.459788,-36.165745,curitiba,PR
59140,-19.577796,-40.226519,curitiba,PR
22987,-22.637489,-44.286301,londrina,PR
22987,-22.488782,-66.264863,londrina,PR
22987,-25.000167,-59.460291,londrina,PR
53947,-19.972783,-51.686503,cidade 3 rn,RN
15020,-22.818598,-43.462982,cidade 1 am,AM
15020,-29.550528,-63.590532,cidade 1 am,AM
15020,-20.359919,-43.331796,cidade 1 am,AM
28191,-14.102299,-45.31732,joinville,SC
68799,-28.83985,-60.85916,cidade 2 am,AM
68799,-11.268278,-63.080463,cidade 2 am,AM
68799,-19.272431,-65.908919,cidade 2 am,AM
12490,-24.035743,-65.323846,cidade 1 ms,MS
12490,-23.614913,-51.770474,cidade 1 ms,MS
12490,-29.865567,-67.687456,cidade 1 ms,MS
81932,-22.193995,-61.778146,florianopolis,SC
79176,-14.972656,-55.81188,cidade 3 al,AL
41147,-28.950861,-38.327604,caruaru,PE
41147,-15.92706,-36.673906,caruaru,PE
41252,-25.24704,-61.808808,salvador,BA
41252,-3.064198,-59.430818,salvador,BA
69914,-12.067573,-54.940967,olinda,PE
69914,-11.389483,-35.120013,olinda,PE
69914,-8.174232,-66.038555,olinda,PE
88215,-3.954815,-57.047672,niteroi,RJ
88215,-3.534377,-42.6247,niteroi,RJ
77551,-32.085254,-56.196414,cidade 3 pa,PA
28818,-5.226738,-51.599762,cidade 3 ma,MA
28818,-14.072576,-61.369564,cidade 3 ma,MA
28818,-12.15262,-73.881907,cidade 3 ma,MA
90584,-20.934047,-48.266404,florianopolis,SC
64600,-13.626877,-62.836832,rio verde,GO
21221,-28.222513,-42.620062,pelotas,RS
21221,-26.320592,-36.731098,pelotas,RS
18870,-30.387795,-45.498153,cidade 2 pa,PA
18870,-24.916142,-46.05523,cidade 2 pa,PA
76496,-17.581506,-53.827077,cidade 3 pi,PI
82633,-28.805088,-71.841435,cidade 3 am,AM
82633,-29.063737,-61.477556,cidade 3 am,AM
82633,-9.246865,-65.66522,cidade 3 am,AM
15706,-33.558761,-51.020915,campinas,SP
43246,-32.254174,-43.282844,cidade 2 ms,MS
43246,-30.674532,-56.648875,cidade 2 ms,MS
18855,-6.924318,-56.470516,cidade 2 es,ES
18855,-13.774111,-71.75677,cidade 2 es,ES
18855,-22.47784,-59.427368,cidade 2 es,ES
96127,-25.927397,-54.192889,ilheus,BA
53583,-13.737524,-64.029031,cidade 3 ms,MS
53583,-2.686401,-54.56366,cidade 3 ms,MS
53583,-18.193121,-43.793465,cidade 3 ms,MS
81567,-21.531185,-52.622339,uberlandia,MG
81567,-24.541237,-41.65448,uberlandia,MG
32949,-27.382758,-41.707296,ilheus,BA
70899,-8.608056,-40.630707,cidade 3 rn,RN
92802,-16.127616,-61.875234,cidade 2 pi,PI
92802,-10.111243,-57.697819,cidade 2 pi,PI
92802,-31.561417,-37.970398,cidade 2 pi,PI
18270,-10.671892,-51.947161,porto alegre,RS
14847,-15.63934,-62.381595,cidade 2 es,ES
36144,-32.371094,-57.390454,florianopolis,SC
50642,-20.59952,-43.75556,cidade 2 mt,MT
72049,-12.334164,-44.992171,cidade 3 pa,PA
72049,-7.713241,-72.296107,cidade 3 pa,PA
35048,-13.066015,-51.770617,blumenau,SC
35048,-5.456051,-62.535274,blumenau,SC
95948,-2.524338,-47.200566,florianopolis,SC
58237,-5.143413,-35.551226,salvador,BA
58237,-27.114348,-45.814731,salvador,BA
58237,-12.659507,-37.330165,salvador,BA
67637,-13.335426,-36.476716,caruaru,PE
67637,-10.975587,-38.062366,caruaru,PE
67637,-19.039535,-52.510418,caruaru,PE
54438,-6.827467,-69.994989,cidade 2 mt,MT
75211,-28.544838,-42.587136,cidade 2 pi,PI
75211,-12.041612,-39.313341,cidade 2 pi,PI
75211,-12.215609,-51.652995,cidade 2 pi,PI
44959,-31.534976,-37.591163,rio verde,GO
65640,-1.677724,-47.867055,cidade 3 rn,RN
65640,-30.034231,-70.578216,cidade 3 rn,RN
33652,-16.127921,-36.826212,nova iguacu,RJ
23447,-28.717678,-39.878688,cidade 2 pa,PA
48750,-15.705381,-39.205668,nova iguacu,RJ
48750,-1.489626,-47.314957,nova iguacu,RJ
48750,-4.31235,-43.779122,nova iguacu,RJ
65851,-7.932734,-47.697998,ilheus,BA
56077,-19.173676,-39.384388,caxias do sul,RS
56077,-25.955396,-59.913628,caxias do sul,RS
56210,-24.96505,-71.404009,olinda,PE
56210,-31.454882,-48.270549,olinda,PE
45986,-22.437649,-38.322575,cidade 2 ms,MS
19835,-11.284951,-53.436218,cidade 1 ms,MS
19835,-25.656867,-35.591976,cidade 1 ms,MS
57619,-21.03363,-61.928953,cidade 2 pb,PB
57619,-33.161861,-67.768723,cidade 2 pb,PB
57619,-17.478969,-63.639082,cidade 2 pb,PB
99051,-29.052321,-65.083803,cidade 3 pa,PA
99051,-18.361236,-60.410343,cidade 3 pa,PA
99051,-31.267709,-61.357628,cidade 3 pa,PA
28714,-32.266147,-48.770352,porto alegre,RS
28714,-12.546846,-49.575904,porto alegre,RS
28714,-21.903496,-55.161033,porto alegre,RS
67432,-4.792088,-49.825594,cidade 3 rn,RN
67432,-13.839791,-64.689764,cidade 3 rn,RN
67432,-2.990177,-43.31586,cidade 3 rn,RN
40932,-32.906757,-40.659043,sao paulo,SP
57467,-26.384688,-65.568944,cidade 2 am,AM
57467,-16.913713,-56.514405,cidade 2 am,AM
14244,-7.212812,-36.831793,rio verde,GO
14244,-24.155758,-47.709064,rio verde,GO
68972,-11.340223,-51.359543,cidade 3 ms,MS
68188,-16.86735,-51.424162,cidade 2 al,AL
68188,-28.167987,-36.25273,cidade 2 al,AL
28047,-16.004706,-45.569946,cidade 3 am,AM
28047,-9.827756,-72.835746,cidade 3 am,AM
51207,-11.732887,-69.524578,cidade 2 pa,PA
24869,-11.110316,-38.574345,cidade 1 ms,MS
24869,-3.832425,-47.319971,cidade 1 ms,MS
24869,-11.782732,-62.062989,cidade 1 ms,MS
75410,-15.916641,-61.77731,sao paulo,SP
75410,-14.49333,-73.746979,sao paulo,SP
25435,-31.860746,-69.800438,cidade 3 pa,PA
25435,-10.191583,-46.867727,cidade 3 pa,PA
68493,-33.25032,-66.518707,joinville,SC
68493,-29.350239,-69.885266,joinville,SC
47431,-19.098326,-61.067176,maringa,PR
47431,-13.922852,-68.66264,maringa,PR
47431,-8.590864,-44.644852,maringa,PR
36237,-14.41691,-34.946739,cidade 2 pb,PB
36237,-25.912393,-70.989396,cidade 2 pb,PB
36237,-2.654436,-65.735786,cidade 2 pb,PB
69250,-11.376287,-69.762158,belo horizonte,MG
68341,-26.285471,-54.866705,pelotas,RS
51889,-9.089372,-71.757703,cidade 3 pi,PI
51889,-28.849158,-44.481775,cidade 3 pi,PI
51889,-14.402489,-67.162181,cidade 3 pi,PI
18511,-7.293225,-56.381234,cidade 3 pb,PB
18511,-1.608217,-39.31127,cidade 3 pb,PB
49315,-28.668901,-65.508932,cidade 2 pa,PA
93584,-12.911934,-54.589663,cidade 3 mt,MT
76683,-19.928956,-37.655901,caxias do sul,RS
76683,-12.535982,-65.628208,caxias do sul,RS
76683,-11.027111,-42.746863,caxias do sul,RS
28202,-22.428895,-55.641872,curitiba,PR
13445,-19.587967,-53.077799,londrina,PR
13445,-13.959618,-69.283091,londrina,PR
58353,-17.902012,-57.560375,rio verde,GO
27009,-6.139041,-65.529314,sobral,CE
18617,-15.059552,-45.863933,cidade 1 ms,MS
18617,-15.556532,-48.915636,cidade 1 ms,MS
72739,-2.628824,-37.273641,ilheus,BA
72739,-20.852311,-71.400269,ilheus,BA
85353,-14.386915,-45.537898,cidade 2 pa,PA
94192,-32.638052,-38.859382,niteroi,RJ
94192,-15.391701,-39.694951,niteroi,RJ
94192,-31.274746,-62.226634,niteroi,RJ
99143,-4.030606,-44.144747,niteroi,RJ
99143,-19.888722,-66.237568,niteroi,RJ
82260,-9.124749,-38.432051,cidade 1 pa,PA
82260,-2.075704,-67.042869,cidade 1 pa,PA
26912,-3.493362,-43.806767,cidade 1 ms,MS
26912,-22.269229,-57.14914,cidade 1 ms,MS
26274,-1.556884,-56.814554,recife,PE
26274,-14.851109,-38.762651,recife,PE
31581,-11.833436,-54.893468,cidade 2 pa,PA
31581,-33.555439,-69.30139,cidade 2 pa,PA
39552,-5.871273,-37.10446,pelotas,RS
39552,-32.012099,-55.759199,pelotas,RS
47230,-8.696605,-57.729876,ilheus,BA
47230,-24.654361,-60.719006,ilheus,BA
47230,-30.488236,-50.991403,ilheus,BA
35729,-23.589606,-68.529677,cidade 2 rn,RN
45972,-20.365585,-56.05601,cidade 3 ms,MS
45972,-23.673866,-67.421457,cidade 3 ms,MS
90534,-21.493702,-50.035088,uberlandia,MG
90534,-13.760248,-72.086294,uberlandia,MG
94015,-16.081678,-43.200335,cidade 3 pa,PA
94015,-24.029246,-58.360542,cidade 3 pa,PA
94015,-6.59184,-46.818455,cidade 3 pa,PA
30210,-21.111385,-54.067773,pelotas,RS
30210,-8.434695,-41.497325,pelotas,RS
30210,-17.403657,-72.66199,pelotas,RS
89316,-30.398594,-68.339219,pelotas,RS
89316,-18.690644,-73.897724,pelotas,RS
15399,-13.053258,-72.82073,ilheus,BA
15399,-13.850225,-66.841855,ilheus,BA
15399,-28.054565,-66.688292,ilheus,BA
20646,-15.577194,-67.074774,cidade 1 rn,RN
85598,-10.39926,-63.520731,guarulhos,SP
85598,-7.210481,-35.6186,guarulhos,SP
85598,-5.313177,-68.644374,guarulhos,SP
84991,-21.489528,-61.224488,florianopolis,SC
84991,-10.478252,-39.223684,florianopolis,SC
13969,-17.178714,-63.594981,olinda,PE
13969,-6.148171,-49.265232,olinda,PE
81509,-12.047006,-68.756249,sobral,CE
81509,-14.404859,-61.04368,sobral,CE
73300,-9.352512,-51.992053,joinville,SC
73300,-25.935098,-35.392916,joinville,SC
63227,-26.47759,-49.186256,maringa,PR
63227,-5.738196,-60.938481,maringa,PR
17852,-24.22663,-50.083981,florianopolis,SC
17852,-6.697677,-47.213886,florianopolis,SC
17852,-6.460348,-71.298258,florianopolis,SC
73471,-22.477427,-36.990068,caxias do sul,RS
73471,-3.911379,-48.675468,caxias do sul,RS
73471,-14.318457,-60.615869,caxias do sul,RS
51853,-15.93098,-55.386891,contagem,MG
62260,-23.309308,-68.826794,cidade 2 es,ES
62260,-33.473439,-46.803557,cidade 2 es,ES
62260,-31.576515,-70.388244,cidade 2 es,ES
77499,-23.947714,-51.411024,uberlandia,MG
77499,-25.643475,-71.426131,uberlandia,MG
77499,-31.130209,-38.956901,uberlandia,MG
41685,-25.986226,-57.336043,cidade 2 ma,MA
41685,-32.877783,-52.677136,cidade 2 ma,MA
68929,-30.589549,-39.868472,caucaia,CE
68929,-23.541365,-73.785699,caucaia,CE
68929,-11.976416,-44.522119,caucaia,CE
16632,-9.41309,-49.067155,curitiba,PR
16632,-30.405697,-48.312655,curitiba,PR
16632,-4.634193,-36.280075,curitiba,PR
90658,-32.795645,-46.340369,joinville,SC
52917,-17.848716,-43.537195,recife,PE
52917,-26.98364,-38.276792,recife,PE
52917,-1.656098,-59.917405,recife,PE
50988,-24.896572,-70.41963,cidade 3 al,AL
50988,-10.570438,-67.530234,cidade 3 al,AL
50988,-11.868206,-38.520688,cidade 3 al,AL
75308,-5.391787,-66.589586,porto alegre,RS
75373,-3.783131,-57.983724,cidade 2 pi,PI
75373,-24.932701,-72.490821,cidade 2 pi,PI
75373,-18.673586,-56.581012,cidade 2 pi,PI
13037,-23.074913,-46.291805,cidade 2 mt,MT
13037,-23.660117,-60.817353,cidade 2 mt,MT
76249,-14.119193,-51.465761,niteroi,RJ
38199,-21.759655,-56.393273,fortaleza,CE
38199,-18.652226,-73.812913,fortaleza,CE
16624,-6.942712,-51.250899,cidade 1 ma,MA
16624,-21.455918,-38.604642,cidade 1 ma,MA
95755,-20.71789,-38.389843,blumenau,SC
95755,-20.012381,-63.124248,blumenau,SC
95755,-26.876481,-59.626532,blumenau,SC
80345,-28.149713,-52.708771,cidade 2 pb,PB
66482,-27.079156,-40.749749,sao paulo,SP
66482,-23.584681,-43.543936,sao paulo,SP
66482,-22.071027,-41.45595,sao paulo,SP
57943,-2.388342,-54.960818,uberlandia,MG
57943,-9.892919,-46.796875,uberlandia,MG
57943,-14.868253,-40.800309,uberlandia,MG
15930,-20.267792,-41.10274,cidade 2 am,AM
83638,-7.193804,-58.703267,olinda,PE
47827,-12.014154,-64.053547,pelotas,RS
47827,-32.775464,-39.241067,pelotas,RS
47827,-6.215277,-48.680386,pelotas,RS
69028,-19.981629,-73.14001,nova iguacu,RJ
69028,-28.218386,-65.090147,nova iguacu,RJ
91689,-12.445903,-72.8394,cidade 2 am,AM
26864,-9.061479,-63.780038,cidade 1 pb,PB
26864,-1.635988,-46.198806,cidade 1 pb,PB
26864,-21.305186,-69.611588,cidade 1 pb,PB
58915,-27.062517,-63.697985,cidade 2 pi,PI
58915,-25.258267,-66.288299,cidade 2 pi,PI
83116,-3.74848,-48.076541,cidade 2 am,AM
83116,-27.225848,-55.262762,cidade 2 am,AM
36090,-5.709253,-46.725882,cidade 1 al,AL
36090,-25.025139,-46.815059,cidade 1 al,AL
36090,-25.859423,-52.762069,cidade 1 al,AL
75546,-4.933639,-53.226107,cidade 2 ms,MS
75546,-5.576155,-69.481771,cidade 2 ms,MS
27961,-30.83928,-43.266792,sao paulo,SP
27961,-11.460979,-46.334407,sao paulo,SP
27961,-30.876777,-45.714456,sao paulo,SP
78069,-7.977187,-50.044898,cidade 2 es,ES
77568,-3.45972,-65.749096,sobral,CE
77568,-30.671484,-64.706471,sobral,CE
77568,-24.801826,-49.286592,sobral,CE
51750,-33.297799,-55.706316,contagem,MG
51750,-9.202156,-70.057053,contagem,MG
49221,-17.445867,-43.71949,pelotas,RS
49221,-20.25481,-64.293703,pelotas,RS
76809,-18.024386,-42.111822,cidade 3 ma,MA
76809,-12.838037,-40.99033,cidade 3 ma,MA
76809,-10.293644,-66.393507,cidade 3 ma,MA
83783,-28.122532,-71.924992,cidade 3 pa,PA
58281,-3.395025,-66.820969,florianopolis,SC
58281,-31.950049,-62.876715,florianopolis,SC
58281,-24.212189,-42.067885,florianopolis,SC
64596,-5.872735,-69.512377,salvador,BA
92478,-17.068497,-39.61877,cidade 3 ma,MA
92478,-15.55443,-57.65849,cidade 3 ma,MA
44803,-14.768033,-55.295793,campinas,SP
44803,-7.7591,-72.55542,campinas,SP
85711,-2.29182,-47.757116,cidade 3 pi,PI
85711,-22.695077,-49.573651,cidade 3 pi,PI
86483,-33.220033,-43.333957,curitiba,PR
92447,-27.680001,-62.378948,sobral,CE
92447,-29.400509,-43.993857,sobral,CE
92447,-17.596409,-46.275766,sobral,CE
29369,-7.836815,-48.348998,cidade 2 es,ES
29369,-3.133795,-65.174861,cidade 2 es,ES
29369,-13.453781,-70.15899,cidade 2 es,ES
14138,-17.802118,-63.117379,cidade 1 rn,RN
14138,-25.384538,-65.135145,cidade 1 rn,RN
24404,-6.580033,-45.010596,cidade 3 ma,MA
51116,-15.160665,-60.915141,caxias do sul,RS
51116,-7.638852,-70.346551,caxias do sul,RS
36724,-26.498246,-37.860188,caruaru,PE
71814,-29.978438,-57.927424,olinda,PE
71814,-28.425661,-67.555893,olinda,PE
71814,-31.061167,-39.547549,olinda,PE
18163,-13.893674,-37.637293,cidade 3 mt,MT
37176,-13.794503,-52.27631,cidade 3 es,ES
37176,-1.422957,-58.101852,cidade 3 es,ES
72701,-30.715042,-36.635037,cidade 3 ma,MA
32699,-13.225899,-57.592872,cidade 2 pa,PA
54869,-17.09274,-36.950114,sobral,CE
99226,-25.049152,-56.028903,cidade 3 pa,PA
44650,-21.507017,-62.7769,cidade 3 ms,MS
44650,-13.13405,-60.69006,cidade 3 ms,MS
44650,-7.305161,-58.695042,cidade 3 ms,MS
42311,-29.569824,-44.326483,cidade 1 ms,MS
42311,-25.778783,-45.601424,cidade 1 ms,MS
42311,-32.284378,-40.52108,cidade 1 ms,MS
39473,-25.953765,-63.87919,joinville,SC
47880,-21.523666,-37.964405,cidade 2 al,AL
47880,-2.084183,-39.417364,cidade 2 al,AL
47880,-14.967061,-72.842013,cidade 2 al,AL
74094,-7.218838,-70.669572,cidade 3 es,ES
83464,-24.484756,-37.126513,feira de santana,BA
83464,-3.648153,-63.867846,feira de santana,BA
83464,-24.928101,-38.262407,feira de santana,BA
45842,-24.720417,-50.682456,cidade 3 al,AL
45842,-29.152165,-62.375545,cidade 3 al,AL
45842,-6.482665,-48.144312,cidade 3 al,AL
98686,-24.370324,-64.097383,blumenau,SC
55237,-1.670345,-47.355486,cidade 2 pa,PA
55237,-19.237083,-59.795844,cidade 2 pa,PA
48070,-15.321061,-50.956102,cidade 1 pi,PI
20358,-7.430123,-61.170507,guarulhos,SP
20358,-5.502252,-62.128684,guarulhos,SP
95979,-20.113182,-42.582324,feira de santana,BA
95979,-18.034801,-53.692672,feira de santana,BA
38047,-9.82246,-67.642004,joinville,SC
38047,-29.351434,-39.203412,joinville,SC
45537,-16.447229,-42.728948,maringa,PR
45537,-24.074891,-61.466126,maringa,PR
45537,-33.145265,-51.993871,maringa,PR
45601,-4.789308,-64.124913,cidade 3 al,AL
86917,-18.336205,-52.078085,contagem,MG
97796,-31.230962,-37.179899,curitiba,PR
93616,-26.470944,-56.818534,cidade 1 al,AL
64172,-13.756231,-54.379329,curitiba,PR
64172,-25.281569,-65.345354,curitiba,PR
64172,-26.766627,-54.940656,curitiba,PR
23178,-9.526554,-34.937328,feira de santana,BA
10679,-29.759984,-59.743872,cidade 1 pb,PB
10679,-6.702025,-67.51773,cidade 1 pb,PB
10679,-29.966585,-34.974616,cidade 1 pb,PB
63334,-10.554523,-40.594232,cidade 1 pi,PI
72580,-26.89879,-44.290734,cidade 2 pb,PB
72580,-27.690976,-55.335056,cidade 2 pb,PB
72580,-27.872187,-35.79092,cidade 2 pb,PB
52096,-4.185718,-72.196532,cidade 2 pb,PB
52096,-24.090033,-71.208391,cidade 2 pb,PB
21725,-22.539142,-41.71681,florianopolis,SC
21725,-32.10771,-47.515709,florianopolis,SC
80143,-26.07048,-64.721632,cidade 1 pb,PB
80143,-4.079798,-50.278474,cidade 1 pb,PB
14763,-13.447444,-38.605949,recife,PE
14763,-3.402419,-65.699276,recife,PE
14763,-2.819816,-67.671386,recife,PE
74930,-16.549413,-38.081783,cidade 2 pi,PI
47941,-2.444494,-55.912448,pelotas,RS
49110,-11.658935,-52.548557,cidade 1 mt,MT
49110,-8.333275,-66.892285,cidade 1 mt,MT
53914,-3.202759,-67.678519,cidade 1 ma,MA
53914,-30.87022,-50.29856,cidade 1 ma,MA
81211,-5.307662,-45.464108,blumenau,SC
81211,-15.71623,-60.345383,blumenau,SC
76088,-15.485335,-46.957283,cidade 1 pa,PA
76088,-17.036642,-46.139023,cidade 1 pa,PA
76088,-30.685462,-69.11157,cidade 1 pa,PA
24764,-7.892038,-50.375874,fortaleza,CE
70150,-27.842588,-69.203895,ilheus,BA
70150,-7.281732,-46.108499,ilheus,BA
34405,-24.484534,-43.400912,cidade 3 ms,MS
48669,-20.400852,-66.482739,campinas,SP
33002,-4.04097,-44.762384,cidade 1 ma,MA
33002,-4.850118,-61.420866,cidade 1 ma,MA
33002,-27.625203,-61.829857,cidade 1 ma,MA
63148,-24.533512,-47.421842,cidade 3 ms,MS
52982,-30.509049,-50.60462,cidade 3 rn,RN
52982,-29.577931,-73.40807,cidade 3 rn,RN
52982,-32.069301,-37.709309,cidade 3 rn,RN
22502,-11.898142,-65.465729,nova iguacu,RJ
22502,-24.299388,-63.068111,nova iguacu,RJ
22502,-27.370017,-49.398121,nova iguacu,RJ
10895,-5.731211,-49.935269,salvador,BA
68554,-11.713756,-36.137635,florianopolis,SC
49576,-26.433412,-59.191361,cidade 2 am,AM
49576,-26.543931,-62.428444,cidade 2 am,AM
11498,-33.577275,-53.733358,cidade 3 ma,MA
40972,-17.616184,-36.335596,joinville,SC
40972,-23.823263,-55.127252,joinville,SC
40972,-25.97652,-51.502085,joinville,SC
71000,-3.893834,-69.253693,rio de janeiro,RJ
99925,-31.000987,-38.517983,feira de santana,BA
50760,-17.686992,-42.182884,cidade 3 pa,PA
50760,-3.259377,-57.021536,cidade 3 pa,PA
48671,-1.895191,-71.950861,cidade 3 pb,PB
48671,-23.903794,-69.540873,cidade 3 pb,PB
48671,-1.746837,-41.210231,cidade 3 pb,PB
38721,-27.913129,-43.979263,goiania,GO
38721,-1.516534,-62.526633,goiania,GO
38721,-13.561387,-66.999554,goiania,GO
30078,-19.466901,-51.591885,cidade 2 pi,PI
58971,-7.386862,-59.993597,sobral,CE
58971,-7.339405,-52.769046,sobral,CE
58971,-30.946099,-37.381122,sobral,CE
71712,-18.728557,-54.086778,olinda,PE
71712,-22.174095,-57.234471,olinda,PE
71712,-22.127643,-38.157322,olinda,PE
38627,-5.300945,-72.010825,cidade 3 am,AM
88094,-24.783742,-35.836857,cidade 3 am,AM
88094,-9.428876,-55.649273,cidade 3 am,AM
78879,-31.791217,-47.88402,cidade 1 mt,MT
78879,-29.615472,-70.095405,cidade 1 mt,MT
24707,-22.73399,-55.470205,nova iguacu,RJ
76255,-32.908535,-72.585062,nova iguacu,RJ
29641,-21.234282,-57.829824,maringa,PR
86434,-22.433339,-40.237198,belo horizonte,MG
86434,-25.97529,-43.451748,belo horizonte,MG
86434,-1.857592,-35.04526,belo horizonte,MG
68390,-15.977294,-40.367281,sobral,CE
27294,-2.319497,-41.953637,cidade 2 rn,RN
27294,-30.758179,-46.797126,cidade 2 rn,RN
83912,-7.797693,-59.585403,cidade 2 pa,PA
83912,-31.292626,-58.713308,cidade 2 pa,PA
98181,-3.793974,-69.710239,niteroi,RJ
12853,-7.700687,-52.944181,cidade 3 rn,RN
12853,-27.498387,-66.326543,cidade 3 rn,RN
12853,-6.139265,-35.889819,cidade 3 rn,RN
38560,-7.040285,-70.249188,goiania,GO
38560,-14.457157,-53.517375,goiania,GO
65534,-9.670853,-65.86185,cidade 1 ma,MA
80931,-30.908238,-67.869567,salvador,BA
80931,-28.761808,-56.670144,salvador,BA
80931,-21.9774,-58.901512,salvador,BA
71875,-11.94928,-52.121543,cidade 1 pi,PI
71875,-3.574359,-47.449283,cidade 1 pi,PI
33590,-5.800219,-67.940905,campinas,SP
94656,-23.16993,-40.709586,cidade 3 am,AM
60132,-22.82568,-41.961174,cidade 2 pi,PI
60132,-10.965165,-63.007899,cidade 2 pi,PI
59236,-26.51198,-70.89431,caruaru,PE
59236,-14.258293,-62.291416,caruaru,PE
80687,-4.650101,-36.670229,nova iguacu,RJ
80687,-31.970087,-58.851295,nova iguacu,RJ
25549,-22.233513,-44.658131,uberlandia,MG
61518,-28.578635,-37.486076,pelotas,RS
61518,-19.456727,-35.262566,pelotas,RS
39188,-19.585266,-56.230889,cidade 3 pa,PA
39188,-21.297608,-40.859979,cidade 3 pa,PA
49107,-20.478192,-46.60983,cidade 1 rn,RN
81361,-31.313821,-62.008437,sobral,CE
81361,-19.481045,-73.435975,sobral,CE
40102,-1.560245,-60.788422,caruaru,PE
40102,-28.334146,-68.315839,caruaru,PE
30332,-9.254884,-46.839514,londrina,PR
30332,-22.0713,-43.334329,londrina,PR
30332,-25.278602,-35.285921,londrina,PR
24790,-24.366123,-56.309109,blumenau,SC
24790,-32.001061,-63.272076,blumenau,SC
64950,-31.015658,-40.979261,guarulhos,SP
64950,-2.697331,-37.656352,guarulhos,SP
41544,-11.264288,-66.508368,cidade 1 ms,MS
87849,-13.597564,-38.22001,curitiba,PR
87849,-26.525697,-69.656589,curitiba,PR
87849,-32.201688,-60.294089,curitiba,PR
98083,-26.123979,-39.330498,guarulhos,SP
98083,-14.223678,-66.661457,guarulhos,SP
42077,-30.603472,-44.881698,cidade 1 es,ES
67535,-3.068335,-61.468201,cidade 2 es,ES
67535,-7.479695,-63.926851,cidade 2 es,ES
67535,-30.683561,-73.004054,cidade 2 es,ES
17398,-25.266033,-41.031821,curitiba,PR
17398,-18.670466,-35.748976,curitiba,PR
17398,-31.735981,-53.385065,curitiba,PR
40692,-32.835968,-42.440267,uberlandia,MG
40692,-25.916947,-53.282487,uberlandia,MG
40692,-9.528264,-39.006645,uberlandia,MG
85511,-12.86997,-36.771171,cidade 3 rn,RN
85511,-19.902775,-61.361156,cidade 3 rn,RN
85511,-13.233177,-56.370176,cidade 3 rn,RN
98150,-19.198882,-51.80246,ilheus,BA
98150,-9.112583,-55.010185,ilheus,BA
98150,-29.404559,-45.214256,ilheus,BA
49552,-13.284882,-48.564111,cidade 1 rn,RN
78321,-10.081667,-40.73756,cidade 3 mt,MT
46064,-21.277671,-67.347767,londrina,PR
32955,-23.150288,-53.758362,nova iguacu,RJ
32955,-14.7983,-54.555426,nova iguacu,RJ
82856,-16.645606,-71.486326,cidade 2 ms,MS
82856,-11.323134,-37.854951,cidade 2 ms,MS
82856,-16.823361,-48.841789,cidade 2 ms,MS
94320,-4.390923,-55.084741,caucaia,CE
94320,-27.843613,-61.488231,caucaia,CE
51777,-9.172292,-69.716599,cidade 3 pb,PB
29558,-33.515745,-40.331383,cidade 2 pb,PB
29558,-2.581685,-53.472656,cidade 2 pb,PB
29558,-8.579368,-39.250392,cidade 2 pb,PB
80507,-21.64782,-69.695958,florianopolis,SC
80507,-2.879688,-50.344236,florianopolis,SC
49418,-11.757766,-40.417098,fortaleza,CE
70689,-20.36888,-71.122815,cidade 1 mt,MT
70689,-10.641349,-51.899031,cidade 1 mt,MT
64090,-28.716023,-60.75444,cidade 3 al,AL
64090,-26.711514,-38.71997,cidade 3 al,AL
64090,-33.045206,-73.569829,cidade 3 al,AL
